Year,Age,Occupation,Employed
2016,15-19,Plant & Machine Operators & Assemblers,0.2
2016,15-19,"Cleaners, Labourers & Related Workers",1.9
2016,15-19,Others,16.0
2016,20-24,Managers & Administrators (Including Working Proprietors),0.9
2016,20-24,Professionals,13.3
2016,20-24,Associate Professionals & Technicians,30.9
2016,20-24,Clerical Support Workers,28.3
2016,20-24,Service & Sales Workers,24.9
2016,20-24,Craftsmen & Related Trade Workers,3.1
2016,20-24,Plant & Machine Operators & Assemblers,2.7
2016,20-24,"Cleaners, Labourers & Related Workers",3.6
2016,20-24,Others,39.5
2016,25-29,Managers & Administrators (Including Working Proprietors),9.4
2016,25-29,Professionals,72.8
2016,25-29,Associate Professionals & Technicians,77.3
2016,25-29,Clerical Support Workers,25.9
2016,25-29,Service & Sales Workers,23.3
2016,25-29,Craftsmen & Related Trade Workers,4.3
2016,25-29,Plant & Machine Operators & Assemblers,3.7
2016,25-29,"Cleaners, Labourers & Related Workers",4.4
2016,25-29,Others,5.5
2016,30-34,Managers & Administrators (Including Working Proprietors),35.0
2016,30-34,Professionals,81.1
2016,30-34,Associate Professionals & Technicians,65.1
2016,30-34,Clerical Support Workers,21.1
2016,30-34,Service & Sales Workers,19.2
2016,30-34,Craftsmen & Related Trade Workers,4.1
2016,30-34,Plant & Machine Operators & Assemblers,5.4
2016,30-34,"Cleaners, Labourers & Related Workers",4.1
2016,30-34,Others,1.8
2016,35-39,Managers & Administrators (Including Working Proprietors),51.7
2016,35-39,Professionals,75.8
2016,35-39,Associate Professionals & Technicians,57.3
2016,35-39,Clerical Support Workers,22.3
2016,35-39,Service & Sales Workers,20.8
2016,35-39,Craftsmen & Related Trade Workers,5.9
2016,35-39,Plant & Machine Operators & Assemblers,8.4
2016,35-39,"Cleaners, Labourers & Related Workers",5.4
2016,35-39,Others,2.7
2016,40-44,Managers & Administrators (Including Working Proprietors),65.0
2016,40-44,Professionals,60.7
2016,40-44,Associate Professionals & Technicians,55.0
2016,40-44,Clerical Support Workers,27.0
2016,40-44,Service & Sales Workers,23.9
2016,40-44,Craftsmen & Related Trade Workers,6.0
2016,40-44,Plant & Machine Operators & Assemblers,12.6
2016,40-44,"Cleaners, Labourers & Related Workers",8.9
2016,40-44,Others,1.3
2016,45-49,Managers & Administrators (Including Working Proprietors),60.1
2016,45-49,Professionals,45.1
2016,45-49,Associate Professionals & Technicians,46.5
2016,45-49,Clerical Support Workers,29.8
2016,45-49,Service & Sales Workers,29.1
2016,45-49,Craftsmen & Related Trade Workers,8.9
2016,45-49,Plant & Machine Operators & Assemblers,17.1
2016,45-49,"Cleaners, Labourers & Related Workers",13.4
2016,45-49,Others,1.1
2016,50-54,Managers & Administrators (Including Working Proprietors),46.5
2016,50-54,Professionals,31.7
2016,50-54,Associate Professionals & Technicians,41.5
2016,50-54,Clerical Support Workers,32.4
2016,50-54,Service & Sales Workers,32.5
2016,50-54,Craftsmen & Related Trade Workers,15.5
2016,50-54,Plant & Machine Operators & Assemblers,30.0
2016,50-54,"Cleaners, Labourers & Related Workers",22.2
2016,50-54,Others,1.5
2016,55-59,Managers & Administrators (Including Working Proprietors),34.2
2016,55-59,Professionals,20.2
2016,55-59,Associate Professionals & Technicians,33.0
2016,55-59,Clerical Support Workers,26.6
2016,55-59,Service & Sales Workers,32.0
2016,55-59,Craftsmen & Related Trade Workers,13.1
2016,55-59,Plant & Machine Operators & Assemblers,29.2
2016,55-59,"Cleaners, Labourers & Related Workers",29.4
2016,55-59,Others,0.8
2016,60-64,Managers & Administrators (Including Working Proprietors),20.4
2016,60-64,Professionals,10.7
2016,60-64,Associate Professionals & Technicians,20.2
2016,60-64,Clerical Support Workers,17.0
2016,60-64,Service & Sales Workers,24.9
2016,60-64,Craftsmen & Related Trade Workers,10.7
2016,60-64,Plant & Machine Operators & Assemblers,24.8
2016,60-64,"Cleaners, Labourers & Related Workers",29.3
2016,60-64,Others,0.7
2016,65+,Managers & Administrators (Including Working Proprietors),14.2
2016,65+,Professionals,8.3
2016,65+,Associate Professionals & Technicians,9.2
2016,65+,Clerical Support Workers,10.5
2016,65+,Service & Sales Workers,21.8
2016,65+,Craftsmen & Related Trade Workers,7.1
2016,65+,Plant & Machine Operators & Assemblers,16.9
2016,65+,"Cleaners, Labourers & Related Workers",38.1
2016,65+,Others,0.7
2015,15-19,Managers & Administrators (Including Working Proprietors),0.0
2015,15-19,Professionals,0.2
2015,15-19,Associate Professionals & Technicians,2.1
2015,15-19,Clerical Support Workers,6.2
2015,15-19,Service & Sales Workers,9.8
2015,15-19,Craftsmen & Related Trade Workers,0.3
2015,15-19,Plant & Machine Operators & Assemblers,0.3
2015,15-19,"Cleaners, Labourers & Related Workers",2.2
2015,15-19,Others,15.6
2015,20-24,Managers & Administrators (Including Working Proprietors),1.6
2015,20-24,Professionals,14.9
2015,20-24,Associate Professionals & Technicians,31.9
2015,20-24,Clerical Support Workers,30.6
2015,20-24,Service & Sales Workers,24.2
2015,20-24,Craftsmen & Related Trade Workers,3.1
2015,20-24,Plant & Machine Operators & Assemblers,2.2
2015,20-24,"Cleaners, Labourers & Related Workers",3.6
2015,20-24,Others,37.9
2015,25-29,Managers & Administrators (Including Working Proprietors),12.1
2015,25-29,Professionals,66.4
2015,25-29,Associate Professionals & Technicians,67.7
2015,25-29,Clerical Support Workers,24.5
2015,25-29,Service & Sales Workers,21.7
2015,25-29,Craftsmen & Related Trade Workers,4.2
2015,25-29,Plant & Machine Operators & Assemblers,4.2
2015,25-29,"Cleaners, Labourers & Related Workers",3.0
2015,25-29,Others,4.3
2015,30-34,Managers & Administrators (Including Working Proprietors),36.5
2015,30-34,Professionals,80.8
2015,30-34,Associate Professionals & Technicians,58.4
2015,30-34,Clerical Support Workers,25.7
2015,30-34,Service & Sales Workers,19.1
2015,30-34,Craftsmen & Related Trade Workers,4.1
2015,30-34,Plant & Machine Operators & Assemblers,5.2
2015,30-34,"Cleaners, Labourers & Related Workers",3.8
2015,30-34,Others,2.9
2015,35-39,Managers & Administrators (Including Working Proprietors),56.0
2015,35-39,Professionals,75.4
2015,35-39,Associate Professionals & Technicians,59.7
2015,35-39,Clerical Support Workers,26.8
2015,35-39,Service & Sales Workers,21.5
2015,35-39,Craftsmen & Related Trade Workers,6.2
2015,35-39,Plant & Machine Operators & Assemblers,6.7
2015,35-39,"Cleaners, Labourers & Related Workers",5.7
2015,35-39,Others,3.0
2015,40-44,Managers & Administrators (Including Working Proprietors),67.5
2015,40-44,Professionals,61.4
2015,40-44,Associate Professionals & Technicians,52.8
2015,40-44,Clerical Support Workers,30.8
2015,40-44,Service & Sales Workers,24.3
2015,40-44,Craftsmen & Related Trade Workers,8.5
2015,40-44,Plant & Machine Operators & Assemblers,12.2
2015,40-44,"Cleaners, Labourers & Related Workers",9.3
2015,40-44,Others,1.5
2015,45-49,Managers & Administrators (Including Working Proprietors),61.2
2015,45-49,Professionals,40.0
2015,45-49,Associate Professionals & Technicians,43.3
2015,45-49,Clerical Support Workers,32.0
2015,45-49,Service & Sales Workers,28.0
2015,45-49,Craftsmen & Related Trade Workers,11.6
2015,45-49,Plant & Machine Operators & Assemblers,18.4
2015,45-49,"Cleaners, Labourers & Related Workers",15.0
2015,45-49,Others,1.5
2015,50-54,Managers & Administrators (Including Working Proprietors),50.7
2015,50-54,Professionals,29.6
2015,50-54,Associate Professionals & Technicians,38.3
2015,50-54,Clerical Support Workers,34.6
2015,50-54,Service & Sales Workers,33.9
2015,50-54,Craftsmen & Related Trade Workers,15.1
2015,50-54,Plant & Machine Operators & Assemblers,28.6
2015,50-54,"Cleaners, Labourers & Related Workers",22.9
2015,50-54,Others,1.7
2015,55-59,Managers & Administrators (Including Working Proprietors),38.5
2015,55-59,Professionals,18.7
2015,55-59,Associate Professionals & Technicians,28.4
2015,55-59,Clerical Support Workers,28.6
2015,55-59,Service & Sales Workers,28.4
2015,55-59,Craftsmen & Related Trade Workers,14.3
2015,55-59,Plant & Machine Operators & Assemblers,29.6
2015,55-59,"Cleaners, Labourers & Related Workers",29.3
2015,55-59,Others,0.7
2015,60-64,Managers & Administrators (Including Working Proprietors),19.3
2015,60-64,Professionals,10.3
2015,60-64,Associate Professionals & Technicians,17.8
2015,60-64,Clerical Support Workers,18.5
2015,60-64,Service & Sales Workers,21.9
2015,60-64,Craftsmen & Related Trade Workers,10.0
2015,60-64,Plant & Machine Operators & Assemblers,24.0
2015,60-64,"Cleaners, Labourers & Related Workers",26.9
2015,60-64,Others,0.4
2015,65+,Managers & Administrators (Including Working Proprietors),12.5
2015,65+,Professionals,6.5
2015,65+,Associate Professionals & Technicians,8.0
2015,65+,Clerical Support Workers,9.4
2015,65+,Service & Sales Workers,18.8
2015,65+,Craftsmen & Related Trade Workers,6.4
2015,65+,Plant & Machine Operators & Assemblers,14.7
2015,65+,"Cleaners, Labourers & Related Workers",38.6
2015,65+,Others,0.5
2014,15-19,Managers & Administrators (Including Working Proprietors),0.0
2014,15-19,Professionals,0.2
2014,15-19,Associate Professionals & Technicians,1.3
2014,15-19,Clerical Support Workers,4.1
2014,15-19,Service & Sales Workers,8.2
2014,15-19,Craftsmen & Related Trade Workers,0.3
2014,15-19,Plant & Machine Operators & Assemblers,0.3
2014,15-19,"Cleaners, Labourers & Related Workers",2.0
2014,15-19,Others,12.2
2014,20-24,Managers & Administrators (Including Working Proprietors),1.0
2014,20-24,Professionals,13.9
2014,20-24,Associate Professionals & Technicians,24.8
2014,20-24,Clerical Support Workers,31.7
2014,20-24,Service & Sales Workers,23.7
2014,20-24,Craftsmen & Related Trade Workers,2.2
2014,20-24,Plant & Machine Operators & Assemblers,2.5
2014,20-24,"Cleaners, Labourers & Related Workers",4.5
2014,20-24,Others,42.4
2014,25-29,Managers & Administrators (Including Working Proprietors),11.8
2014,25-29,Professionals,64.3
2014,25-29,Associate Professionals & Technicians,63.2
2014,25-29,Clerical Support Workers,28.8
2014,25-29,Service & Sales Workers,20.7
2014,25-29,Craftsmen & Related Trade Workers,5.2
2014,25-29,Plant & Machine Operators & Assemblers,4.1
2014,25-29,"Cleaners, Labourers & Related Workers",2.5
2014,25-29,Others,4.3
2014,30-34,Managers & Administrators (Including Working Proprietors),35.7
2014,30-34,Professionals,79.9
2014,30-34,Associate Professionals & Technicians,61.3
2014,30-34,Clerical Support Workers,25.9
2014,30-34,Service & Sales Workers,21.7
2014,30-34,Craftsmen & Related Trade Workers,4.9
2014,30-34,Plant & Machine Operators & Assemblers,4.9
2014,30-34,"Cleaners, Labourers & Related Workers",4.4
2014,30-34,Others,3.4
2014,35-39,Managers & Administrators (Including Working Proprietors),55.5
2014,35-39,Professionals,66.7
2014,35-39,Associate Professionals & Technicians,59.2
2014,35-39,Clerical Support Workers,25.6
2014,35-39,Service & Sales Workers,20.5
2014,35-39,Craftsmen & Related Trade Workers,5.4
2014,35-39,Plant & Machine Operators & Assemblers,7.0
2014,35-39,"Cleaners, Labourers & Related Workers",6.2
2014,35-39,Others,2.6
2014,40-44,Managers & Administrators (Including Working Proprietors),65.6
2014,40-44,Professionals,55.5
2014,40-44,Associate Professionals & Technicians,51.5
2014,40-44,Clerical Support Workers,29.0
2014,40-44,Service & Sales Workers,23.2
2014,40-44,Craftsmen & Related Trade Workers,8.0
2014,40-44,Plant & Machine Operators & Assemblers,13.4
2014,40-44,"Cleaners, Labourers & Related Workers",9.3
2014,40-44,Others,1.8
2014,45-49,Managers & Administrators (Including Working Proprietors),59.7
2014,45-49,Professionals,40.6
2014,45-49,Associate Professionals & Technicians,42.1
2014,45-49,Clerical Support Workers,30.9
2014,45-49,Service & Sales Workers,26.9
2014,45-49,Craftsmen & Related Trade Workers,10.1
2014,45-49,Plant & Machine Operators & Assemblers,17.8
2014,45-49,"Cleaners, Labourers & Related Workers",16.1
2014,45-49,Others,1.6
2014,50-54,Managers & Administrators (Including Working Proprietors),51.0
2014,50-54,Professionals,27.9
2014,50-54,Associate Professionals & Technicians,37.0
2014,50-54,Clerical Support Workers,33.8
2014,50-54,Service & Sales Workers,31.6
2014,50-54,Craftsmen & Related Trade Workers,14.1
2014,50-54,Plant & Machine Operators & Assemblers,30.5
2014,50-54,"Cleaners, Labourers & Related Workers",27.4
2014,50-54,Others,1.4
2014,55-59,Managers & Administrators (Including Working Proprietors),35.5
2014,55-59,Professionals,16.9
2014,55-59,Associate Professionals & Technicians,27.1
2014,55-59,Clerical Support Workers,30.7
2014,55-59,Service & Sales Workers,27.8
2014,55-59,Craftsmen & Related Trade Workers,15.1
2014,55-59,Plant & Machine Operators & Assemblers,29.0
2014,55-59,"Cleaners, Labourers & Related Workers",30.7
2014,55-59,Others,0.9
2014,60-64,Managers & Administrators (Including Working Proprietors),20.9
2014,60-64,Professionals,10.0
2014,60-64,Associate Professionals & Technicians,16.8
2014,60-64,Clerical Support Workers,17.3
2014,60-64,Service & Sales Workers,21.1
2014,60-64,Craftsmen & Related Trade Workers,10.5
2014,60-64,Plant & Machine Operators & Assemblers,23.3
2014,60-64,"Cleaners, Labourers & Related Workers",26.2
2014,60-64,Others,0.1
2014,65+,Managers & Administrators (Including Working Proprietors),14.7
2014,65+,Professionals,7.2
2014,65+,Associate Professionals & Technicians,7.1
2014,65+,Clerical Support Workers,10.6
2014,65+,Service & Sales Workers,18.8
2014,65+,Craftsmen & Related Trade Workers,6.5
2014,65+,Plant & Machine Operators & Assemblers,13.0
2014,65+,"Cleaners, Labourers & Related Workers",36.6
2014,65+,Others,0.1
2013,15-19,Managers & Administrators (Including Working Proprietors),0.0
2013,15-19,Professionals,0.4
2013,15-19,Associate Professionals & Technicians,1.6
2013,15-19,Clerical Support Workers,4.7
2013,15-19,Service & Sales Workers,8.6
2013,15-19,Craftsmen & Related Trade Workers,0.3
2013,15-19,Plant & Machine Operators & Assemblers,0.4
2013,15-19,"Cleaners, Labourers & Related Workers",1.6
2013,15-19,Others,11.3
2013,20-24,Managers & Administrators (Including Working Proprietors),1.7
2013,20-24,Professionals,13.1
2013,20-24,Associate Professionals & Technicians,23.2
2013,20-24,Clerical Support Workers,30.9
2013,20-24,Service & Sales Workers,22.0
2013,20-24,Craftsmen & Related Trade Workers,2.4
2013,20-24,Plant & Machine Operators & Assemblers,2.5
2013,20-24,"Cleaners, Labourers & Related Workers",3.2
2013,20-24,Others,43.0
2013,25-29,Managers & Administrators (Including Working Proprietors),13.3
2013,25-29,Professionals,60.2
2013,25-29,Associate Professionals & Technicians,55.9
2013,25-29,Clerical Support Workers,31.1
2013,25-29,Service & Sales Workers,23.0
2013,25-29,Craftsmen & Related Trade Workers,3.3
2013,25-29,Plant & Machine Operators & Assemblers,4.2
2013,25-29,"Cleaners, Labourers & Related Workers",3.4
2013,25-29,Others,3.8
2013,30-34,Managers & Administrators (Including Working Proprietors),39.1
2013,30-34,Professionals,76.7
2013,30-34,Associate Professionals & Technicians,55.6
2013,30-34,Clerical Support Workers,29.2
2013,30-34,Service & Sales Workers,23.1
2013,30-34,Craftsmen & Related Trade Workers,4.3
2013,30-34,Plant & Machine Operators & Assemblers,5.3
2013,30-34,"Cleaners, Labourers & Related Workers",4.5
2013,30-34,Others,3.2
2013,35-39,Managers & Administrators (Including Working Proprietors),58.8
2013,35-39,Professionals,68.8
2013,35-39,Associate Professionals & Technicians,54.1
2013,35-39,Clerical Support Workers,27.3
2013,35-39,Service & Sales Workers,22.1
2013,35-39,Craftsmen & Related Trade Workers,5.8
2013,35-39,Plant & Machine Operators & Assemblers,9.0
2013,35-39,"Cleaners, Labourers & Related Workers",5.0
2013,35-39,Others,2.8
2013,40-44,Managers & Administrators (Including Working Proprietors),68.0
2013,40-44,Professionals,52.4
2013,40-44,Associate Professionals & Technicians,47.7
2013,40-44,Clerical Support Workers,34.0
2013,40-44,Service & Sales Workers,23.6
2013,40-44,Craftsmen & Related Trade Workers,9.6
2013,40-44,Plant & Machine Operators & Assemblers,11.7
2013,40-44,"Cleaners, Labourers & Related Workers",10.0
2013,40-44,Others,1.5
2013,45-49,Managers & Administrators (Including Working Proprietors),61.7
2013,45-49,Professionals,38.1
2013,45-49,Associate Professionals & Technicians,40.7
2013,45-49,Clerical Support Workers,33.3
2013,45-49,Service & Sales Workers,31.0
2013,45-49,Craftsmen & Related Trade Workers,13.0
2013,45-49,Plant & Machine Operators & Assemblers,23.0
2013,45-49,"Cleaners, Labourers & Related Workers",16.0
2013,45-49,Others,1.5
2013,50-54,Managers & Administrators (Including Working Proprietors),51.3
2013,50-54,Professionals,26.8
2013,50-54,Associate Professionals & Technicians,35.4
2013,50-54,Clerical Support Workers,32.7
2013,50-54,Service & Sales Workers,29.5
2013,50-54,Craftsmen & Related Trade Workers,15.8
2013,50-54,Plant & Machine Operators & Assemblers,32.4
2013,50-54,"Cleaners, Labourers & Related Workers",23.3
2013,50-54,Others,0.8
2013,55-59,Managers & Administrators (Including Working Proprietors),33.3
2013,55-59,Professionals,19.8
2013,55-59,Associate Professionals & Technicians,26.4
2013,55-59,Clerical Support Workers,26.0
2013,55-59,Service & Sales Workers,24.9
2013,55-59,Craftsmen & Related Trade Workers,13.8
2013,55-59,Plant & Machine Operators & Assemblers,27.6
2013,55-59,"Cleaners, Labourers & Related Workers",26.9
2013,55-59,Others,0.4
2013,60-64,Managers & Administrators (Including Working Proprietors),20.6
2013,60-64,Professionals,10.0
2013,60-64,Associate Professionals & Technicians,13.7
2013,60-64,Clerical Support Workers,15.4
2013,60-64,Service & Sales Workers,19.5
2013,60-64,Craftsmen & Related Trade Workers,8.6
2013,60-64,Plant & Machine Operators & Assemblers,18.5
2013,60-64,"Cleaners, Labourers & Related Workers",25.6
2013,60-64,Others,0.3
2013,65+,Managers & Administrators (Including Working Proprietors),12.7
2013,65+,Professionals,5.4
2013,65+,Associate Professionals & Technicians,5.2
2013,65+,Clerical Support Workers,7.1
2013,65+,Service & Sales Workers,17.4
2013,65+,Craftsmen & Related Trade Workers,5.2
2013,65+,Plant & Machine Operators & Assemblers,12.3
2013,65+,"Cleaners, Labourers & Related Workers",30.6
2013,65+,Others,0.2
2012,15-19,Managers & Administrators (Including Working Proprietors),0.0
2012,15-19,Professionals,0.4
2012,15-19,Associate Professionals & Technicians,2.3
2012,15-19,Clerical Support Workers,5.5
2012,15-19,Service & Sales Workers,8.5
2012,15-19,Craftsmen & Related Trade Workers,0.3
2012,15-19,Plant & Machine Operators & Assemblers,0.2
2012,15-19,"Cleaners, Labourers & Related Workers",1.8
2012,15-19,Others,11.9
2012,20-24,Managers & Administrators (Including Working Proprietors),2.1
2012,20-24,Professionals,17.6
2012,20-24,Associate Professionals & Technicians,25.7
2012,20-24,Clerical Support Workers,32.4
2012,20-24,Service & Sales Workers,24.9
2012,20-24,Craftsmen & Related Trade Workers,2.2
2012,20-24,Plant & Machine Operators & Assemblers,2.9
2012,20-24,"Cleaners, Labourers & Related Workers",4.1
2012,20-24,Others,44.2
2012,25-29,Managers & Administrators (Including Working Proprietors),15.3
2012,25-29,Professionals,64.6
2012,25-29,Associate Professionals & Technicians,51.4
2012,25-29,Clerical Support Workers,29.2
2012,25-29,Service & Sales Workers,22.1
2012,25-29,Craftsmen & Related Trade Workers,4.0
2012,25-29,Plant & Machine Operators & Assemblers,4.3
2012,25-29,"Cleaners, Labourers & Related Workers",3.4
2012,25-29,Others,3.3
2012,30-34,Managers & Administrators (Including Working Proprietors),41.8
2012,30-34,Professionals,76.6
2012,30-34,Associate Professionals & Technicians,53.2
2012,30-34,Clerical Support Workers,27.8
2012,30-34,Service & Sales Workers,21.6
2012,30-34,Craftsmen & Related Trade Workers,4.5
2012,30-34,Plant & Machine Operators & Assemblers,5.6
2012,30-34,"Cleaners, Labourers & Related Workers",4.3
2012,30-34,Others,2.8
2012,35-39,Managers & Administrators (Including Working Proprietors),60.3
2012,35-39,Professionals,68.3
2012,35-39,Associate Professionals & Technicians,51.4
2012,35-39,Clerical Support Workers,30.6
2012,35-39,Service & Sales Workers,23.6
2012,35-39,Craftsmen & Related Trade Workers,7.9
2012,35-39,Plant & Machine Operators & Assemblers,9.5
2012,35-39,"Cleaners, Labourers & Related Workers",5.9
2012,35-39,Others,1.4
2012,40-44,Managers & Administrators (Including Working Proprietors),66.2
2012,40-44,Professionals,51.8
2012,40-44,Associate Professionals & Technicians,46.0
2012,40-44,Clerical Support Workers,31.8
2012,40-44,Service & Sales Workers,26.0
2012,40-44,Craftsmen & Related Trade Workers,10.4
2012,40-44,Plant & Machine Operators & Assemblers,14.9
2012,40-44,"Cleaners, Labourers & Related Workers",9.8
2012,40-44,Others,1.5
2012,45-49,Managers & Administrators (Including Working Proprietors),59.8
2012,45-49,Professionals,37.7
2012,45-49,Associate Professionals & Technicians,38.6
2012,45-49,Clerical Support Workers,34.7
2012,45-49,Service & Sales Workers,34.5
2012,45-49,Craftsmen & Related Trade Workers,14.5
2012,45-49,Plant & Machine Operators & Assemblers,23.1
2012,45-49,"Cleaners, Labourers & Related Workers",16.9
2012,45-49,Others,1.6
2012,50-54,Managers & Administrators (Including Working Proprietors),50.5
2012,50-54,Professionals,23.7
2012,50-54,Associate Professionals & Technicians,30.1
2012,50-54,Clerical Support Workers,32.1
2012,50-54,Service & Sales Workers,31.8
2012,50-54,Craftsmen & Related Trade Workers,17.5
2012,50-54,Plant & Machine Operators & Assemblers,30.3
2012,50-54,"Cleaners, Labourers & Related Workers",23.9
2012,50-54,Others,1.2
2012,55-59,Managers & Administrators (Including Working Proprietors),31.6
2012,55-59,Professionals,15.6
2012,55-59,Associate Professionals & Technicians,24.3
2012,55-59,Clerical Support Workers,23.6
2012,55-59,Service & Sales Workers,25.6
2012,55-59,Craftsmen & Related Trade Workers,15.1
2012,55-59,Plant & Machine Operators & Assemblers,29.0
2012,55-59,"Cleaners, Labourers & Related Workers",26.1
2012,55-59,Others,0.5
2012,60-64,Managers & Administrators (Including Working Proprietors),19.1
2012,60-64,Professionals,9.0
2012,60-64,Associate Professionals & Technicians,12.5
2012,60-64,Clerical Support Workers,12.1
2012,60-64,Service & Sales Workers,19.4
2012,60-64,Craftsmen & Related Trade Workers,8.6
2012,60-64,Plant & Machine Operators & Assemblers,19.0
2012,60-64,"Cleaners, Labourers & Related Workers",23.5
2012,60-64,Others,0.2
2012,65+,Managers & Administrators (Including Working Proprietors),12.2
2012,65+,Professionals,4.6
2012,65+,Associate Professionals & Technicians,4.9
2012,65+,Clerical Support Workers,5.8
2012,65+,Service & Sales Workers,14.5
2012,65+,Craftsmen & Related Trade Workers,5.5
2012,65+,Plant & Machine Operators & Assemblers,9.9
2012,65+,"Cleaners, Labourers & Related Workers",25.6
2012,65+,Others,0.1
2011,15-19,Managers & Administrators (Including Working Proprietors),0.0
2011,15-19,Professionals,0.3
2011,15-19,Associate Professionals & Technicians,1.3
2011,15-19,Clerical Support Workers,4.9
2011,15-19,Service & Sales Workers,8.5
2011,15-19,Craftsmen & Related Trade Workers,0.1
2011,15-19,Plant & Machine Operators & Assemblers,0.2
2011,15-19,"Cleaners, Labourers & Related Workers",2.1
2011,15-19,Others,13.6
2011,20-24,Managers & Administrators (Including Working Proprietors),1.9
2011,20-24,Professionals,18.0
2011,20-24,Associate Professionals & Technicians,24.2
2011,20-24,Clerical Support Workers,30.4
2011,20-24,Service & Sales Workers,23.0
2011,20-24,Craftsmen & Related Trade Workers,1.8
2011,20-24,Plant & Machine Operators & Assemblers,3.0
2011,20-24,"Cleaners, Labourers & Related Workers",3.8
2011,20-24,Others,41.1
2011,25-29,Managers & Administrators (Including Working Proprietors),18.8
2011,25-29,Professionals,62.2
2011,25-29,Associate Professionals & Technicians,56.0
2011,25-29,Clerical Support Workers,27.2
2011,25-29,Service & Sales Workers,22.8
2011,25-29,Craftsmen & Related Trade Workers,4.8
2011,25-29,Plant & Machine Operators & Assemblers,5.1
2011,25-29,"Cleaners, Labourers & Related Workers",2.9
2011,25-29,Others,4.7
2011,30-34,Managers & Administrators (Including Working Proprietors),42.9
2011,30-34,Professionals,77.1
2011,30-34,Associate Professionals & Technicians,54.0
2011,30-34,Clerical Support Workers,27.4
2011,30-34,Service & Sales Workers,21.6
2011,30-34,Craftsmen & Related Trade Workers,4.9
2011,30-34,Plant & Machine Operators & Assemblers,6.5
2011,30-34,"Cleaners, Labourers & Related Workers",3.7
2011,30-34,Others,3.2
2011,35-39,Managers & Administrators (Including Working Proprietors),66.4
2011,35-39,Professionals,65.8
2011,35-39,Associate Professionals & Technicians,52.4
2011,35-39,Clerical Support Workers,29.5
2011,35-39,Service & Sales Workers,20.5
2011,35-39,Craftsmen & Related Trade Workers,7.2
2011,35-39,Plant & Machine Operators & Assemblers,10.3
2011,35-39,"Cleaners, Labourers & Related Workers",6.3
2011,35-39,Others,1.9
2011,40-44,Managers & Administrators (Including Working Proprietors),66.2
2011,40-44,Professionals,46.8
2011,40-44,Associate Professionals & Technicians,43.7
2011,40-44,Clerical Support Workers,30.7
2011,40-44,Service & Sales Workers,24.4
2011,40-44,Craftsmen & Related Trade Workers,9.9
2011,40-44,Plant & Machine Operators & Assemblers,15.5
2011,40-44,"Cleaners, Labourers & Related Workers",10.7
2011,40-44,Others,1.4
2011,45-49,Managers & Administrators (Including Working Proprietors),62.8
2011,45-49,Professionals,33.1
2011,45-49,Associate Professionals & Technicians,36.5
2011,45-49,Clerical Support Workers,31.4
2011,45-49,Service & Sales Workers,29.9
2011,45-49,Craftsmen & Related Trade Workers,16.9
2011,45-49,Plant & Machine Operators & Assemblers,28.6
2011,45-49,"Cleaners, Labourers & Related Workers",19.6
2011,45-49,Others,2.0
2011,50-54,Managers & Administrators (Including Working Proprietors),47.8
2011,50-54,Professionals,21.5
2011,50-54,Associate Professionals & Technicians,31.9
2011,50-54,Clerical Support Workers,30.8
2011,50-54,Service & Sales Workers,31.1
2011,50-54,Craftsmen & Related Trade Workers,16.3
2011,50-54,Plant & Machine Operators & Assemblers,32.8
2011,50-54,"Cleaners, Labourers & Related Workers",25.2
2011,50-54,Others,1.1
2011,55-59,Managers & Administrators (Including Working Proprietors),31.5
2011,55-59,Professionals,12.5
2011,55-59,Associate Professionals & Technicians,22.8
2011,55-59,Clerical Support Workers,22.1
2011,55-59,Service & Sales Workers,24.6
2011,55-59,Craftsmen & Related Trade Workers,13.8
2011,55-59,Plant & Machine Operators & Assemblers,28.7
2011,55-59,"Cleaners, Labourers & Related Workers",25.5
2011,55-59,Others,0.4
2011,60-64,Managers & Administrators (Including Working Proprietors),17.4
2011,60-64,Professionals,7.0
2011,60-64,Associate Professionals & Technicians,9.8
2011,60-64,Clerical Support Workers,10.6
2011,60-64,Service & Sales Workers,17.2
2011,60-64,Craftsmen & Related Trade Workers,9.1
2011,60-64,Plant & Machine Operators & Assemblers,17.8
2011,60-64,"Cleaners, Labourers & Related Workers",21.3
2011,60-64,Others,0.1
2011,65+,Managers & Administrators (Including Working Proprietors),11.3
2011,65+,Professionals,4.1
2011,65+,Associate Professionals & Technicians,4.6
2011,65+,Clerical Support Workers,4.2
2011,65+,Service & Sales Workers,11.2
2011,65+,Craftsmen & Related Trade Workers,4.5
2011,65+,Plant & Machine Operators & Assemblers,9.1
2011,65+,"Cleaners, Labourers & Related Workers",24.8
2011,65+,Others,0.0
2010,15-19,Managers & Administrators (Including Working Proprietors),0.1
2010,15-19,Professionals,0.8
2010,15-19,Associate Professionals & Technicians,2.4
2010,15-19,Clerical Support Workers,5.3
2010,15-19,Service & Sales Workers,9.9
2010,15-19,Craftsmen & Related Trade Workers,0.2
2010,15-19,Plant & Machine Operators & Assemblers,0.6
2010,15-19,"Cleaners, Labourers & Related Workers",1.8
2010,15-19,Others,16.0
2010,20-24,Managers & Administrators (Including Working Proprietors),2.6
2010,20-24,Professionals,19.9
2010,20-24,Associate Professionals & Technicians,23.1
2010,20-24,Clerical Support Workers,28.2
