Year,Industry,Employed
Unnamed: 35,Other Manufacturing Industries,1.5
Unnamed: 35,Construction,1.6
Unnamed: 35,Wholesale Trade,1.3
Unnamed: 35,Retail Trade,3.2
Unnamed: 35,Land Transport & Supporting Services,1.2
Unnamed: 35,Water Transport & Supporting Services,1.1
Unnamed: 35,Air Transport & Supporting Services,0.8
Unnamed: 35,Other Transportation & Storage Services,2.0
Unnamed: 35,Accommodation,2.3
Unnamed: 35,Food & Beverage Services,3.9
Unnamed: 35,"Telecommunications, Broadcasting & Publishing",1.3
Unnamed: 35,IT & Other Information Services,1.8
Unnamed: 35,Financial Services,1.1
Unnamed: 35,Insurance Services,1.7
Unnamed: 35,Real Estate Services,2.9
Unnamed: 35,"Legal, Accounting & Management Services",1.9
Unnamed: 35,Architectural & Engineering Services,1.3
Unnamed: 35,Other Professional Services,1.7
Unnamed: 35,Security & Investigation,3.3
Unnamed: 35,Cleaning & Landscaping,4.5
Unnamed: 35,Other Administrative & Support Services,2.9
Unnamed: 35,Public Administration & Education,0.5
Unnamed: 35,Health & Social Services,1.0
Unnamed: 35,"Arts, Entertainment & Recreation",1.7
Unnamed: 35,"Other Community, Social & Personal Services",2.1
Unnamed: 35,Others,1.3
Unnamed: 35,"Professionals, Managers, Executives & Technicians",1.1
Unnamed: 35,"Clerical, Sales & Service Workers",2.6
Unnamed: 35,"Production & Transport Operators, Cleaners & Labourers",1.9
Unnamed: 36,"Food, Beverages & Tobacco",3.3
Unnamed: 36,Paper/Rubber/Plastic Products & Printing,2.1
Unnamed: 36,"Petroleum, Chemical & Pharmaceutical Products",1.9
Unnamed: 36,"Fabricated Metal Products, Machinery & Equipment",1.6
Unnamed: 36,"Electronic, Computer & Optical Products",1.5
Unnamed: 36,Transport Equipment,1.2
Unnamed: 36,Other Manufacturing Industries,1.6
Unnamed: 36,Construction,1.8
Unnamed: 36,Wholesale Trade,2.0
Unnamed: 36,Retail Trade,3.4
Unnamed: 36,Land Transport & Supporting Services,1.6
Unnamed: 36,Water Transport & Supporting Services,1.3
Unnamed: 36,Air Transport & Supporting Services,1.3
Unnamed: 36,Other Transportation & Storage Services,2.7
Unnamed: 36,Accommodation,3.2
Unnamed: 36,Food & Beverage Services,4.5
Unnamed: 36,"Telecommunications, Broadcasting & Publishing",1.5
Unnamed: 36,IT & Other Information Services,2.0
Unnamed: 36,Financial Services,1.6
Unnamed: 36,Insurance Services,2.2
Unnamed: 36,Real Estate Services,3.5
Unnamed: 36,"Legal, Accounting & Management Services",2.1
Unnamed: 36,Architectural & Engineering Services,2.1
Unnamed: 36,Other Professional Services,1.9
Unnamed: 36,Security & Investigation,3.3
Unnamed: 36,Cleaning & Landscaping,4.6
Unnamed: 36,Other Administrative & Support Services,3.7
Unnamed: 36,Public Administration & Education,0.8
Unnamed: 36,Health & Social Services,1.4
Unnamed: 36,"Arts, Entertainment & Recreation",2.2
Unnamed: 36,"Other Community, Social & Personal Services",2.3
Unnamed: 36,Others,1.5
Unnamed: 36,"Professionals, Managers, Executives & Technicians",1.5
Unnamed: 36,"Clerical, Sales & Service Workers",3.2
Unnamed: 36,"Production & Transport Operators, Cleaners & Labourers",2.2
Unnamed: 37,"Food, Beverages & Tobacco",2.7
Unnamed: 37,Paper/Rubber/Plastic Products & Printing,2.0
Unnamed: 37,"Petroleum, Chemical & Pharmaceutical Products",1.2
Unnamed: 37,"Fabricated Metal Products, Machinery & Equipment",1.9
Unnamed: 37,"Electronic, Computer & Optical Products",1.6
Unnamed: 37,Transport Equipment,1.4
Unnamed: 37,Other Manufacturing Industries,2.0
Unnamed: 37,Construction,2.1
Unnamed: 37,Wholesale Trade,2.3
Unnamed: 37,Retail Trade,4.5
Unnamed: 37,Land Transport & Supporting Services,1.8
Unnamed: 37,Water Transport & Supporting Services,1.3
Unnamed: 37,Air Transport & Supporting Services,0.9
Unnamed: 37,Other Transportation & Storage Services,2.9
Unnamed: 37,Accommodation,3.6
Unnamed: 37,Food & Beverage Services,5.2
Unnamed: 37,"Telecommunications, Broadcasting & Publishing",1.6
Unnamed: 37,IT & Other Information Services,2.0
Unnamed: 37,Financial Services,1.5
Unnamed: 37,Insurance Services,2.1
Unnamed: 37,Real Estate Services,3.7
Unnamed: 37,"Legal, Accounting & Management Services",1.8
Unnamed: 37,Architectural & Engineering Services,2.1
Unnamed: 37,Other Professional Services,1.8
Unnamed: 37,Security & Investigation,4.4
Unnamed: 37,Cleaning & Landscaping,5.4
Unnamed: 37,Other Administrative & Support Services,3.5
Unnamed: 37,Public Administration & Education,0.7
Unnamed: 37,Health & Social Services,1.3
Unnamed: 37,"Arts, Entertainment & Recreation",2.5
Unnamed: 37,"Other Community, Social & Personal Services",2.1
Unnamed: 37,Others,1.5
Unnamed: 37,"Professionals, Managers, Executives & Technicians",1.5
Unnamed: 37,"Clerical, Sales & Service Workers",3.5
Unnamed: 37,"Production & Transport Operators, Cleaners & Labourers",2.5
Unnamed: 38,"Food, Beverages & Tobacco",2.7
Unnamed: 38,Paper/Rubber/Plastic Products & Printing,2.0
Unnamed: 38,"Petroleum, Chemical & Pharmaceutical Products",0.9
Unnamed: 38,"Fabricated Metal Products, Machinery & Equipment",1.6
Unnamed: 38,"Electronic, Computer & Optical Products",1.7
Unnamed: 38,Transport Equipment,1.1
Unnamed: 38,Other Manufacturing Industries,1.7
Unnamed: 38,Construction,2.0
Unnamed: 38,Wholesale Trade,2.3
Unnamed: 38,Retail Trade,4.7
Unnamed: 38,Land Transport & Supporting Services,1.5
Unnamed: 38,Water Transport & Supporting Services,1.0
Unnamed: 38,Air Transport & Supporting Services,1.2
Unnamed: 38,Other Transportation & Storage Services,2.8
Unnamed: 38,Accommodation,2.7
Unnamed: 38,Food & Beverage Services,4.7
Unnamed: 38,"Telecommunications, Broadcasting & Publishing",1.5
Unnamed: 38,IT & Other Information Services,2.1
Unnamed: 38,Financial Services,1.0
Unnamed: 38,Insurance Services,1.4
Unnamed: 38,Real Estate Services,3.5
Unnamed: 38,"Legal, Accounting & Management Services",1.5
Unnamed: 38,Architectural & Engineering Services,1.7
Unnamed: 38,Other Professional Services,1.5
Unnamed: 38,Security & Investigation,4.0
Unnamed: 38,Cleaning & Landscaping,4.4
Unnamed: 38,Other Administrative & Support Services,3.7
Unnamed: 38,Public Administration & Education,0.8
Unnamed: 38,Health & Social Services,1.3
Unnamed: 38,"Arts, Entertainment & Recreation",1.9
Unnamed: 38,"Other Community, Social & Personal Services",2.2
Unnamed: 38,Others,1.9
Unnamed: 38,"Professionals, Managers, Executives & Technicians",1.3
Unnamed: 38,"Clerical, Sales & Service Workers",3.4
Unnamed: 38,"Production & Transport Operators, Cleaners & Labourers",2.4
Unnamed: 39,"Food, Beverages & Tobacco",2.2
Unnamed: 39,Paper/Rubber/Plastic Products & Printing,1.4
Unnamed: 39,"Petroleum, Chemical & Pharmaceutical Products",0.9
Unnamed: 39,"Fabricated Metal Products, Machinery & Equipment",1.3
Unnamed: 39,"Electronic, Computer & Optical Products",0.9
Unnamed: 39,Transport Equipment,1.0
Unnamed: 39,Other Manufacturing Industries,1.4
Unnamed: 39,Construction,1.9
Unnamed: 39,Wholesale Trade,1.8
Unnamed: 39,Retail Trade,3.7
Unnamed: 39,Land Transport & Supporting Services,1.2
Unnamed: 39,Water Transport & Supporting Services,1.0
Unnamed: 39,Air Transport & Supporting Services,0.8
Unnamed: 39,Other Transportation & Storage Services,2.2
Unnamed: 39,Accommodation,2.3
Unnamed: 39,Food & Beverage Services,4.0
Unnamed: 39,"Telecommunications, Broadcasting & Publishing",1.4
Unnamed: 39,IT & Other Information Services,1.9
Unnamed: 39,Financial Services,1.1
Unnamed: 39,Insurance Services,1.5
Unnamed: 39,Real Estate Services,2.9
Unnamed: 39,"Legal, Accounting & Management Services",1.5
Unnamed: 39,Architectural & Engineering Services,1.2
Unnamed: 39,Other Professional Services,1.4
Unnamed: 39,Security & Investigation,3.7
Unnamed: 39,Cleaning & Landscaping,4.4
Unnamed: 39,Other Administrative & Support Services,3.3
Unnamed: 39,Public Administration & Education,0.5
Unnamed: 39,Health & Social Services,1.0
Unnamed: 39,"Arts, Entertainment & Recreation",1.7
Unnamed: 39,"Other Community, Social & Personal Services",1.8
Unnamed: 39,Others,0.8
Unnamed: 39,"Professionals, Managers, Executives & Technicians",1.1
Unnamed: 39,"Clerical, Sales & Service Workers",2.7
Unnamed: 39,"Production & Transport Operators, Cleaners & Labourers",2.0
Unnamed: 40,"Food, Beverages & Tobacco",2.6
Unnamed: 40,Paper/Rubber/Plastic Products & Printing,1.8
Unnamed: 40,"Petroleum, Chemical & Pharmaceutical Products",1.1
Unnamed: 40,"Fabricated Metal Products, Machinery & Equipment",1.7
Unnamed: 40,"Electronic, Computer & Optical Products",1.5
Unnamed: 40,Transport Equipment,1.2
Unnamed: 40,Other Manufacturing Industries,1.7
Unnamed: 40,Construction,1.7
Unnamed: 40,Wholesale Trade,1.9
Unnamed: 40,Retail Trade,4.0
Unnamed: 40,Land Transport & Supporting Services,1.5
Unnamed: 40,Water Transport & Supporting Services,2.1
Unnamed: 40,Air Transport & Supporting Services,1.0
Unnamed: 40,Other Transportation & Storage Services,2.5
Unnamed: 40,Accommodation,3.2
Unnamed: 40,Food & Beverage Services,4.0
Unnamed: 40,"Telecommunications, Broadcasting & Publishing",1.7
Unnamed: 40,IT & Other Information Services,2.4
Unnamed: 40,Financial Services,1.7
Unnamed: 40,Insurance Services,1.8
Unnamed: 40,Real Estate Services,3.3
Unnamed: 40,"Legal, Accounting & Management Services",2.1
Unnamed: 40,Architectural & Engineering Services,1.9
Unnamed: 40,Other Professional Services,1.8
Unnamed: 40,Security & Investigation,3.9
Unnamed: 40,Cleaning & Landscaping,4.1
Unnamed: 40,Other Administrative & Support Services,3.2
Unnamed: 40,Public Administration & Education,0.8
Unnamed: 40,Health & Social Services,1.3
Unnamed: 40,"Arts, Entertainment & Recreation",2.2
Unnamed: 40,"Other Community, Social & Personal Services",2.6
Unnamed: 40,Others,1.6
Unnamed: 40,"Professionals, Managers, Executives & Technicians",1.5
Unnamed: 40,"Clerical, Sales & Service Workers",3.0
Unnamed: 40,"Production & Transport Operators, Cleaners & Labourers",2.1
Unnamed: 41,"Food, Beverages & Tobacco",2.5
Unnamed: 41,Paper/Rubber/Plastic Products & Printing,2.0
Unnamed: 41,"Petroleum, Chemical & Pharmaceutical Products",1.0
Unnamed: 41,"Fabricated Metal Products, Machinery & Equipment",1.8
Unnamed: 41,"Electronic, Computer & Optical Products",1.4
Unnamed: 41,Transport Equipment,1.2
Unnamed: 41,Other Manufacturing Industries,2.0
Unnamed: 41,Construction,2.2
Unnamed: 41,Wholesale Trade,2.9
Unnamed: 41,Retail Trade,4.6
Unnamed: 41,Land Transport & Supporting Services,1.4
Unnamed: 41,Water Transport & Supporting Services,1.7
Unnamed: 41,Air Transport & Supporting Services,0.9
Unnamed: 41,Other Transportation & Storage Services,2.5
Unnamed: 41,Accommodation,3.7
Unnamed: 41,Food & Beverage Services,4.7
Unnamed: 41,"Telecommunications, Broadcasting & Publishing",1.8
Unnamed: 41,IT & Other Information Services,2.5
Unnamed: 41,Financial Services,1.4
Unnamed: 41,Insurance Services,1.9
Unnamed: 41,Real Estate Services,2.9
Unnamed: 41,"Legal, Accounting & Management Services",1.9
Unnamed: 41,Architectural & Engineering Services,1.9
Unnamed: 41,Other Professional Services,2.0
Unnamed: 41,Security & Investigation,4.2
Unnamed: 41,Cleaning & Landscaping,4.1
Unnamed: 41,Other Administrative & Support Services,3.0
Unnamed: 41,Public Administration & Education,0.7
Unnamed: 41,Health & Social Services,1.3
Unnamed: 41,"Arts, Entertainment & Recreation",2.0
Unnamed: 41,"Other Community, Social & Personal Services",2.7
Unnamed: 41,Others,1.9
Unnamed: 41,"Professionals, Managers, Executives & Technicians",1.4
Unnamed: 41,"Clerical, Sales & Service Workers",3.3
Unnamed: 41,"Production & Transport Operators, Cleaners & Labourers",2.4
Unnamed: 42,"Food, Beverages & Tobacco",2.4
Unnamed: 42,Paper/Rubber/Plastic Products & Printing,1.9
Unnamed: 42,"Petroleum, Chemical & Pharmaceutical Products",0.9
Unnamed: 42,"Fabricated Metal Products, Machinery & Equipment",1.6
Unnamed: 42,"Electronic, Computer & Optical Products",1.7
Unnamed: 42,Transport Equipment,1.1
Unnamed: 42,Other Manufacturing Industries,1.9
Unnamed: 42,Construction,2.1
Unnamed: 42,Wholesale Trade,2.5
Unnamed: 42,Retail Trade,5.0
Unnamed: 42,Land Transport & Supporting Services,1.4
Unnamed: 42,Water Transport & Supporting Services,1.5
Unnamed: 42,Air Transport & Supporting Services,1.0
Unnamed: 42,Other Transportation & Storage Services,2.5
Unnamed: 42,Accommodation,3.1
Unnamed: 42,Food & Beverage Services,4.5
Unnamed: 42,"Telecommunications, Broadcasting & Publishing",1.7
Unnamed: 42,IT & Other Information Services,2.1
Unnamed: 42,Financial Services,1.1
Unnamed: 42,Insurance Services,1.4
Unnamed: 42,Real Estate Services,3.0
Unnamed: 42,"Legal, Accounting & Management Services",2.0
Unnamed: 42,Architectural & Engineering Services,1.7
Unnamed: 42,Other Professional Services,1.7
Unnamed: 42,Security & Investigation,4.2
Unnamed: 42,Cleaning & Landscaping,4.4
Unnamed: 42,Other Administrative & Support Services,3.0
Unnamed: 42,Public Administration & Education,0.7
Unnamed: 42,Health & Social Services,1.4
Unnamed: 42,"Arts, Entertainment & Recreation",1.9
Unnamed: 42,"Other Community, Social & Personal Services",2.4
Unnamed: 42,Others,1.8
Unnamed: 42,"Professionals, Managers, Executives & Technicians",1.3
Unnamed: 42,"Clerical, Sales & Service Workers",3.4
Unnamed: 42,"Production & Transport Operators, Cleaners & Labourers",2.3
Unnamed: 43,"Food, Beverages & Tobacco",2.2
Unnamed: 43,Paper/Rubber/Plastic Products & Printing,1.4
Unnamed: 43,"Petroleum, Chemical & Pharmaceutical Products",0.7
Unnamed: 43,"Fabricated Metal Products, Machinery & Equipment",1.3
Unnamed: 43,"Electronic, Computer & Optical Products",1.0
Unnamed: 43,Transport Equipment,1.0
Unnamed: 43,Other Manufacturing Industries,1.4
Unnamed: 43,Construction,1.8
Unnamed: 43,Wholesale Trade,2.0
Unnamed: 43,Retail Trade,3.9
Unnamed: 43,Land Transport & Supporting Services,1.2
Unnamed: 43,Water Transport & Supporting Services,1.2
Unnamed: 43,Air Transport & Supporting Services,0.7
Unnamed: 43,Other Transportation & Storage Services,2.1
Unnamed: 43,Accommodation,2.8
Unnamed: 43,Food & Beverage Services,4.0
Unnamed: 43,"Telecommunications, Broadcasting & Publishing",1.5
Unnamed: 43,IT & Other Information Services,2.2
Unnamed: 43,Financial Services,1.0
Unnamed: 43,Insurance Services,1.5
Unnamed: 43,Real Estate Services,3.0
Unnamed: 43,"Legal, Accounting & Management Services",1.6
Unnamed: 43,Architectural & Engineering Services,1.5
Unnamed: 43,Other Professional Services,1.6
Unnamed: 43,Security & Investigation,4.0
Unnamed: 43,Cleaning & Landscaping,4.1
Unnamed: 43,Other Administrative & Support Services,2.7
Unnamed: 43,Public Administration & Education,0.5
Unnamed: 43,Health & Social Services,1.0
Unnamed: 43,"Arts, Entertainment & Recreation",1.8
Unnamed: 43,"Other Community, Social & Personal Services",2.3
Unnamed: 43,Others,1.4
Unnamed: 43,"Professionals, Managers, Executives & Technicians",1.1
Unnamed: 43,"Clerical, Sales & Service Workers",2.7
Unnamed: 43,"Production & Transport Operators, Cleaners & Labourers",2.0
Unnamed: 44,"Food, Beverages & Tobacco",2.6
Unnamed: 44,Paper/Rubber/Plastic Products & Printing,1.9
Unnamed: 44,"Petroleum, Chemical & Pharmaceutical Products",1.1
Unnamed: 44,"Fabricated Metal Products, Machinery & Equipment",1.6
Unnamed: 44,"Electronic, Computer & Optical Products",1.6
Unnamed: 44,Transport Equipment,1.3
Unnamed: 44,Other Manufacturing Industries,1.7
Unnamed: 44,Construction,1.8
Unnamed: 44,Wholesale Trade,1.9
Unnamed: 44,Retail Trade,4.5
Unnamed: 44,Land Transport & Supporting Services,1.7
Unnamed: 44,Water Transport & Supporting Services,1.5
Unnamed: 44,Air Transport & Supporting Services,1.0
Unnamed: 44,Other Transportation & Storage Services,2.5
Unnamed: 44,Accommodation,2.9
Unnamed: 44,Food & Beverage Services,4.6
Unnamed: 44,"Telecommunications, Broadcasting & Publishing",1.9
Unnamed: 44,IT & Other Information Services,2.2
Unnamed: 44,Financial Services,1.4
Unnamed: 44,Insurance Services,1.8
Unnamed: 44,Real Estate Services,3.4
Unnamed: 44,"Legal, Accounting & Management Services",2.2
Unnamed: 44,Architectural & Engineering Services,1.8
Unnamed: 44,Other Professional Services,2.1
Unnamed: 44,Security & Investigation,4.7
Unnamed: 44,Cleaning & Landscaping,4.3
Unnamed: 44,Other Administrative & Support Services,3.2
Unnamed: 44,Public Administration & Education,0.7
Unnamed: 44,Health & Social Services,1.4
Unnamed: 44,"Arts, Entertainment & Recreation",2.2
Unnamed: 44,"Other Community, Social & Personal Services",2.5
Unnamed: 44,Others,1.7
Unnamed: 44,"Professionals, Managers, Executives & Technicians",1.4
Unnamed: 44,"Clerical, Sales & Service Workers",3.2
Unnamed: 44,"Production & Transport Operators, Cleaners & Labourers",2.1
Unnamed: 45,"Food, Beverages & Tobacco",2.6
Unnamed: 45,Paper/Rubber/Plastic Products & Printing,2.4
Unnamed: 45,"Petroleum, Chemical & Pharmaceutical Products",1.0
Unnamed: 45,"Fabricated Metal Products, Machinery & Equipment",1.9
Unnamed: 45,"Electronic, Computer & Optical Products",1.7
Unnamed: 45,Transport Equipment,1.5
Unnamed: 45,Other Manufacturing Industries,2.0
Unnamed: 45,Construction,2.0
Unnamed: 45,Wholesale Trade,2.5
Unnamed: 45,Retail Trade,4.4
Unnamed: 45,Land Transport & Supporting Services,1.7
Unnamed: 45,Water Transport & Supporting Services,1.6
Unnamed: 45,Air Transport & Supporting Services,0.9
Unnamed: 45,Other Transportation & Storage Services,2.7
Unnamed: 45,Accommodation,3.6
Unnamed: 45,Food & Beverage Services,5.0
Unnamed: 45,"Telecommunications, Broadcasting & Publishing",1.6
Unnamed: 45,IT & Other Information Services,2.0
Unnamed: 45,Financial Services,1.4
Unnamed: 45,Insurance Services,1.6
Unnamed: 45,Real Estate Services,3.6
Unnamed: 45,"Legal, Accounting & Management Services",1.9
Unnamed: 45,Architectural & Engineering Services,1.7
Unnamed: 45,Other Professional Services,2.1
Unnamed: 45,Security & Investigation,5.0
Unnamed: 45,Cleaning & Landscaping,5.3
Unnamed: 45,Other Administrative & Support Services,3.4
Unnamed: 45,Public Administration & Education,0.8
Unnamed: 45,Health & Social Services,1.5
Unnamed: 45,"Arts, Entertainment & Recreation",2.1
Unnamed: 45,"Other Community, Social & Personal Services",2.6
Unnamed: 45,Others,2.0
Unnamed: 45,"Professionals, Managers, Executives & Technicians",1.4
Unnamed: 45,"Clerical, Sales & Service Workers",3.4
Unnamed: 45,"Production & Transport Operators, Cleaners & Labourers",2.4
Unnamed: 46,"Food, Beverages & Tobacco",2.5
Unnamed: 46,Paper/Rubber/Plastic Products & Printing,2.3
Unnamed: 46,"Petroleum, Chemical & Pharmaceutical Products",1.0
Unnamed: 46,"Fabricated Metal Products, Machinery & Equipment",1.8
Unnamed: 46,"Electronic, Computer & Optical Products",1.8
Unnamed: 46,Transport Equipment,1.2
Unnamed: 46,Other Manufacturing Industries,2.0
Unnamed: 46,Construction,1.9
Unnamed: 46,Wholesale Trade,2.4
Unnamed: 46,Retail Trade,4.9
Unnamed: 46,Land Transport & Supporting Services,1.5
Unnamed: 46,Water Transport & Supporting Services,1.4
Unnamed: 46,Air Transport & Supporting Services,1.0
Unnamed: 46,Other Transportation & Storage Services,2.5
Unnamed: 46,Accommodation,3.4
Unnamed: 46,Food & Beverage Services,4.8
Unnamed: 46,"Telecommunications, Broadcasting & Publishing",1.9
Unnamed: 46,IT & Other Information Services,2.4
Unnamed: 46,Financial Services,0.9
Unnamed: 46,Insurance Services,1.4
Unnamed: 46,Real Estate Services,3.3
Unnamed: 46,"Legal, Accounting & Management Services",1.7
Unnamed: 46,Architectural & Engineering Services,1.7
Unnamed: 46,Other Professional Services,2.0
Unnamed: 46,Security & Investigation,4.6
Unnamed: 46,Cleaning & Landscaping,5.2
Unnamed: 46,Other Administrative & Support Services,3.1
Unnamed: 46,Public Administration & Education,0.8
Unnamed: 46,Health & Social Services,1.5
Unnamed: 46,"Arts, Entertainment & Recreation",1.8
Unnamed: 46,"Other Community, Social & Personal Services",2.7
Unnamed: 46,Others,1.6
Unnamed: 46,"Professionals, Managers, Executives & Technicians",1.3
Unnamed: 46,"Clerical, Sales & Service Workers",3.3
Unnamed: 46,"Production & Transport Operators, Cleaners & Labourers",2.4
Unnamed: 47,"Food, Beverages & Tobacco",2.3
Unnamed: 47,Paper/Rubber/Plastic Products & Printing,1.5
Unnamed: 47,"Petroleum, Chemical & Pharmaceutical Products",0.8
Unnamed: 47,"Fabricated Metal Products, Machinery & Equipment",1.3
Unnamed: 47,"Electronic, Computer & Optical Products",1.2
Unnamed: 47,Transport Equipment,1.1
Unnamed: 47,Other Manufacturing Industries,1.3
Unnamed: 47,Construction,1.6
Unnamed: 47,Wholesale Trade,1.8
Unnamed: 47,Retail Trade,3.6
Unnamed: 47,Land Transport & Supporting Services,1.2
Unnamed: 47,Water Transport & Supporting Services,0.9
Unnamed: 47,Air Transport & Supporting Services,0.9
Unnamed: 47,Other Transportation & Storage Services,1.9
Unnamed: 47,Accommodation,2.2
Unnamed: 47,Food & Beverage Services,4.4
Unnamed: 47,"Telecommunications, Broadcasting & Publishing",1.5
Unnamed: 47,IT & Other Information Services,1.7
Unnamed: 47,Financial Services,1.1
Unnamed: 47,Insurance Services,1.6
Unnamed: 47,Real Estate Services,2.6
Unnamed: 47,"Legal, Accounting & Management Services",1.7
Unnamed: 47,Architectural & Engineering Services,1.3
Unnamed: 47,Other Professional Services,1.9
Unnamed: 47,Security & Investigation,4.7
Unnamed: 47,Cleaning & Landscaping,4.0
Unnamed: 47,Other Administrative & Support Services,2.3
Unnamed: 47,Public Administration & Education,0.5
Unnamed: 47,Health & Social Services,1.1
Unnamed: 47,"Arts, Entertainment & Recreation",1.5
Unnamed: 47,"Other Community, Social & Personal Services",2.1
Unnamed: 47,Others,1.3
Unnamed: 47,"Professionals, Managers, Executives & Technicians",1.1
Unnamed: 47,"Clerical, Sales & Service Workers",2.7
Unnamed: 47,"Production & Transport Operators, Cleaners & Labourers",1.8
Unnamed: 48,"Food, Beverages & Tobacco",3.0
Unnamed: 48,Paper/Rubber/Plastic Products & Printing,2.1
Unnamed: 48,"Petroleum, Chemical & Pharmaceutical Products",0.9
Unnamed: 48,"Fabricated Metal Products, Machinery & Equipment",1.8
Unnamed: 48,"Electronic, Computer & Optical Products",1.7
Unnamed: 48,Transport Equipment,1.4
Unnamed: 48,Other Manufacturing Industries,1.9
Unnamed: 48,Construction,1.8
Unnamed: 48,Wholesale Trade,2.1
Unnamed: 48,Retail Trade,4.0
Unnamed: 48,Land Transport & Supporting Services,1.9
Unnamed: 48,Water Transport & Supporting Services,1.5
Unnamed: 48,Air Transport & Supporting Services,1.2
Unnamed: 48,Other Transportation & Storage Services,2.5
Unnamed: 48,Accommodation,3.1
Unnamed: 48,Food & Beverage Services,4.6
Unnamed: 48,"Telecommunications, Broadcasting & Publishing",1.8
Unnamed: 48,IT & Other Information Services,2.4
Unnamed: 48,Financial Services,1.6
Unnamed: 48,Insurance Services,2.0
Unnamed: 48,Real Estate Services,3.3
Unnamed: 48,"Legal, Accounting & Management Services",2.3
Unnamed: 48,Architectural & Engineering Services,1.6
Unnamed: 48,Other Professional Services,2.3
Unnamed: 48,Security & Investigation,4.3
Unnamed: 48,Cleaning & Landscaping,4.2
Unnamed: 48,Other Administrative & Support Services,3.1
Unnamed: 48,Public Administration & Education,0.8
Unnamed: 48,Health & Social Services,1.5
Unnamed: 48,"Arts, Entertainment & Recreation",2.0
Unnamed: 48,"Other Community, Social & Personal Services",2.7
Unnamed: 48,Others,2.0
Unnamed: 48,"Professionals, Managers, Executives & Technicians",1.6
Unnamed: 48,"Clerical, Sales & Service Workers",3.2
Unnamed: 48,"Production & Transport Operators, Cleaners & Labourers",2.1
Unnamed: 49,"Food, Beverages & Tobacco",2.8
Unnamed: 49,Paper/Rubber/Plastic Products & Printing,2.4
Unnamed: 49,"Petroleum, Chemical & Pharmaceutical Products",1.0
Unnamed: 49,"Fabricated Metal Products, Machinery & Equipment",1.6
Unnamed: 49,"Electronic, Computer & Optical Products",1.8
Unnamed: 49,Transport Equipment,1.3
Unnamed: 49,Other Manufacturing Industries,2.0
Unnamed: 49,Construction,2.0
Unnamed: 49,Wholesale Trade,1.8
Unnamed: 49,Retail Trade,4.3
Unnamed: 49,Land Transport & Supporting Services,1.9
Unnamed: 49,Water Transport & Supporting Services,1.3
Unnamed: 49,Air Transport & Supporting Services,0.6
Unnamed: 49,Other Transportation & Storage Services,2.5
Unnamed: 49,Accommodation,3.4
Unnamed: 49,Food & Beverage Services,4.8
Unnamed: 49,"Telecommunications, Broadcasting & Publishing",1.9
Unnamed: 49,IT & Other Information Services,2.0
Unnamed: 49,Financial Services,1.8
Unnamed: 49,Insurance Services,2.0
Unnamed: 49,Real Estate Services,3.5
Unnamed: 49,"Legal, Accounting & Management Services",2.0
Unnamed: 49,Architectural & Engineering Services,1.9
Unnamed: 49,Other Professional Services,2.0
Unnamed: 49,Security & Investigation,4.6
Unnamed: 49,Cleaning & Landscaping,4.8
Unnamed: 49,Other Administrative & Support Services,2.9
Unnamed: 49,Public Administration & Education,0.8
Unnamed: 49,Health & Social Services,1.4
Unnamed: 49,"Arts, Entertainment & Recreation",2.3
Unnamed: 49,"Other Community, Social & Personal Services",2.7
Unnamed: 49,Others,1.6
Unnamed: 49,"Professionals, Managers, Executives & Technicians",1.5
Unnamed: 49,"Clerical, Sales & Service Workers",3.2
Unnamed: 49,"Production & Transport Operators, Cleaners & Labourers",2.2
Unnamed: 50,"Food, Beverages & Tobacco",2.8
Unnamed: 50,Paper/Rubber/Plastic Products & Printing,2.0
Unnamed: 50,"Petroleum, Chemical & Pharmaceutical Products",0.8
Unnamed: 50,"Fabricated Metal Products, Machinery & Equipment",1.5
Unnamed: 50,"Electronic, Computer & Optical Products",1.8
Unnamed: 50,Transport Equipment,1.2
Unnamed: 50,Other Manufacturing Industries,1.9
Unnamed: 50,Construction,1.5
Unnamed: 50,Wholesale Trade,1.8
Unnamed: 50,Retail Trade,5.0
Unnamed: 50,Land Transport & Supporting Services,1.7
Unnamed: 50,Water Transport & Supporting Services,1.2
Unnamed: 50,Air Transport & Supporting Services,0.9
Unnamed: 50,Other Transportation & Storage Services,2.2
Unnamed: 50,Accommodation,2.6
Unnamed: 50,Food & Beverage Services,4.5
Unnamed: 50,"Telecommunications, Broadcasting & Publishing",1.4
Unnamed: 50,IT & Other Information Services,1.9
Unnamed: 50,Financial Services,1.2
Unnamed: 50,Insurance Services,1.4
Unnamed: 50,Real Estate Services,3.3
Unnamed: 50,"Legal, Accounting & Management Services",1.7
Unnamed: 50,Architectural & Engineering Services,1.6
Unnamed: 50,Other Professional Services,2.1
Unnamed: 50,Security & Investigation,4.4
Unnamed: 50,Cleaning & Landscaping,5.3
Unnamed: 50,Other Administrative & Support Services,2.8
Unnamed: 50,Public Administration & Education,0.7
Unnamed: 50,Health & Social Services,1.4
Unnamed: 50,"Arts, Entertainment & Recreation",1.8
Unnamed: 50,"Other Community, Social & Personal Services",2.4
Unnamed: 50,Others,1.9
Unnamed: 50,"Professionals, Managers, Executives & Technicians",1.3
Unnamed: 50,"Clerical, Sales & Service Workers",3.1
Unnamed: 50,"Production & Transport Operators, Cleaners & Labourers",2.1
