Year,Age,Occupation,Employed
2016,15-19,Plant & Machine Operators & Assemblers,0.1
2016,15-19,"Cleaners, Labourers & Related Workers",0.9
2016,15-19,Others,15.9
2016,20-24,Managers & Administrators (Including Working Proprietors),0.4
2016,20-24,Professionals,1.9
2016,20-24,Associate Professionals & Technicians,10.2
2016,20-24,Clerical Support Workers,9.0
2016,20-24,Service & Sales Workers,10.6
2016,20-24,Craftsmen & Related Trade Workers,2.6
2016,20-24,Plant & Machine Operators & Assemblers,2.6
2016,20-24,"Cleaners, Labourers & Related Workers",2.1
2016,20-24,Others,39.2
2016,25-29,Managers & Administrators (Including Working Proprietors),5.2
2016,25-29,Professionals,31.1
2016,25-29,Associate Professionals & Technicians,37.4
2016,25-29,Clerical Support Workers,8.5
2016,25-29,Service & Sales Workers,13.0
2016,25-29,Craftsmen & Related Trade Workers,3.8
2016,25-29,Plant & Machine Operators & Assemblers,3.4
2016,25-29,"Cleaners, Labourers & Related Workers",2.4
2016,25-29,Others,5.3
2016,30-34,Managers & Administrators (Including Working Proprietors),19.1
2016,30-34,Professionals,39.4
2016,30-34,Associate Professionals & Technicians,34.2
2016,30-34,Clerical Support Workers,4.4
2016,30-34,Service & Sales Workers,9.3
2016,30-34,Craftsmen & Related Trade Workers,3.8
2016,30-34,Plant & Machine Operators & Assemblers,5.0
2016,30-34,"Cleaners, Labourers & Related Workers",2.2
2016,30-34,Others,1.7
2016,35-39,Managers & Administrators (Including Working Proprietors),30.3
2016,35-39,Professionals,41.7
2016,35-39,Associate Professionals & Technicians,29.6
2016,35-39,Clerical Support Workers,3.7
2016,35-39,Service & Sales Workers,9.2
2016,35-39,Craftsmen & Related Trade Workers,5.3
2016,35-39,Plant & Machine Operators & Assemblers,7.1
2016,35-39,"Cleaners, Labourers & Related Workers",2.2
2016,35-39,Others,2.5
2016,40-44,Managers & Administrators (Including Working Proprietors),41.3
2016,40-44,Professionals,32.8
2016,40-44,Associate Professionals & Technicians,29.2
2016,40-44,Clerical Support Workers,4.3
2016,40-44,Service & Sales Workers,9.3
2016,40-44,Craftsmen & Related Trade Workers,5.2
2016,40-44,Plant & Machine Operators & Assemblers,10.1
2016,40-44,"Cleaners, Labourers & Related Workers",2.6
2016,40-44,Others,1.0
2016,45-49,Managers & Administrators (Including Working Proprietors),40.7
2016,45-49,Professionals,25.7
2016,45-49,Associate Professionals & Technicians,24.5
2016,45-49,Clerical Support Workers,5.5
2016,45-49,Service & Sales Workers,10.4
2016,45-49,Craftsmen & Related Trade Workers,8.1
2016,45-49,Plant & Machine Operators & Assemblers,14.2
2016,45-49,"Cleaners, Labourers & Related Workers",5.1
2016,45-49,Others,1.0
2016,50-54,Managers & Administrators (Including Working Proprietors),31.3
2016,50-54,Professionals,18.4
2016,50-54,Associate Professionals & Technicians,23.7
2016,50-54,Clerical Support Workers,7.0
2016,50-54,Service & Sales Workers,13.0
2016,50-54,Craftsmen & Related Trade Workers,14.0
2016,50-54,Plant & Machine Operators & Assemblers,26.3
2016,50-54,"Cleaners, Labourers & Related Workers",8.2
2016,50-54,Others,1.2
2016,55-59,Managers & Administrators (Including Working Proprietors),25.0
2016,55-59,Professionals,11.7
2016,55-59,Associate Professionals & Technicians,20.4
2016,55-59,Clerical Support Workers,6.8
2016,55-59,Service & Sales Workers,13.7
2016,55-59,Craftsmen & Related Trade Workers,11.1
2016,55-59,Plant & Machine Operators & Assemblers,25.9
2016,55-59,"Cleaners, Labourers & Related Workers",11.5
2016,55-59,Others,0.6
2016,60-64,Managers & Administrators (Including Working Proprietors),15.8
2016,60-64,Professionals,6.6
2016,60-64,Associate Professionals & Technicians,13.6
2016,60-64,Clerical Support Workers,5.1
2016,60-64,Service & Sales Workers,11.4
2016,60-64,Craftsmen & Related Trade Workers,9.4
2016,60-64,Plant & Machine Operators & Assemblers,22.5
2016,60-64,"Cleaners, Labourers & Related Workers",11.9
2016,60-64,Others,0.7
2016,65+,Managers & Administrators (Including Working Proprietors),11.1
2016,65+,Professionals,5.5
2016,65+,Associate Professionals & Technicians,6.2
2016,65+,Clerical Support Workers,4.6
2016,65+,Service & Sales Workers,12.7
2016,65+,Craftsmen & Related Trade Workers,6.2
2016,65+,Plant & Machine Operators & Assemblers,15.4
2016,65+,"Cleaners, Labourers & Related Workers",16.5
2016,65+,Others,0.6
2015,15-19,Managers & Administrators (Including Working Proprietors),0.0
2015,15-19,Professionals,0.1
2015,15-19,Associate Professionals & Technicians,0.8
2015,15-19,Clerical Support Workers,1.7
2015,15-19,Service & Sales Workers,3.1
2015,15-19,Craftsmen & Related Trade Workers,0.2
2015,15-19,Plant & Machine Operators & Assemblers,0.2
2015,15-19,"Cleaners, Labourers & Related Workers",1.2
2015,15-19,Others,15.6
2015,20-24,Managers & Administrators (Including Working Proprietors),0.7
2015,20-24,Professionals,2.6
2015,20-24,Associate Professionals & Technicians,8.9
2015,20-24,Clerical Support Workers,9.3
2015,20-24,Service & Sales Workers,10.9
2015,20-24,Craftsmen & Related Trade Workers,2.6
2015,20-24,Plant & Machine Operators & Assemblers,2.2
2015,20-24,"Cleaners, Labourers & Related Workers",2.4
2015,20-24,Others,37.8
2015,25-29,Managers & Administrators (Including Working Proprietors),6.5
2015,25-29,Professionals,29.5
2015,25-29,Associate Professionals & Technicians,34.0
2015,25-29,Clerical Support Workers,6.8
2015,25-29,Service & Sales Workers,11.5
2015,25-29,Craftsmen & Related Trade Workers,3.8
2015,25-29,Plant & Machine Operators & Assemblers,4.0
2015,25-29,"Cleaners, Labourers & Related Workers",1.8
2015,25-29,Others,3.8
2015,30-34,Managers & Administrators (Including Working Proprietors),20.4
2015,30-34,Professionals,41.3
2015,30-34,Associate Professionals & Technicians,31.3
2015,30-34,Clerical Support Workers,5.4
2015,30-34,Service & Sales Workers,9.0
2015,30-34,Craftsmen & Related Trade Workers,3.4
2015,30-34,Plant & Machine Operators & Assemblers,4.4
2015,30-34,"Cleaners, Labourers & Related Workers",2.2
2015,30-34,Others,2.5
2015,35-39,Managers & Administrators (Including Working Proprietors),34.3
2015,35-39,Professionals,39.7
2015,35-39,Associate Professionals & Technicians,30.4
2015,35-39,Clerical Support Workers,4.9
2015,35-39,Service & Sales Workers,9.2
2015,35-39,Craftsmen & Related Trade Workers,5.6
2015,35-39,Plant & Machine Operators & Assemblers,5.3
2015,35-39,"Cleaners, Labourers & Related Workers",1.9
2015,35-39,Others,2.6
2015,40-44,Managers & Administrators (Including Working Proprietors),42.6
2015,40-44,Professionals,35.0
2015,40-44,Associate Professionals & Technicians,28.2
2015,40-44,Clerical Support Workers,5.3
2015,40-44,Service & Sales Workers,9.7
2015,40-44,Craftsmen & Related Trade Workers,7.6
2015,40-44,Plant & Machine Operators & Assemblers,9.9
2015,40-44,"Cleaners, Labourers & Related Workers",3.7
2015,40-44,Others,1.5
2015,45-49,Managers & Administrators (Including Working Proprietors),41.4
2015,45-49,Professionals,22.9
2015,45-49,Associate Professionals & Technicians,23.0
2015,45-49,Clerical Support Workers,6.2
2015,45-49,Service & Sales Workers,10.6
2015,45-49,Craftsmen & Related Trade Workers,10.3
2015,45-49,Plant & Machine Operators & Assemblers,15.7
2015,45-49,"Cleaners, Labourers & Related Workers",5.8
2015,45-49,Others,1.3
2015,50-54,Managers & Administrators (Including Working Proprietors),35.9
2015,50-54,Professionals,18.2
2015,50-54,Associate Professionals & Technicians,21.8
2015,50-54,Clerical Support Workers,7.0
2015,50-54,Service & Sales Workers,14.8
2015,50-54,Craftsmen & Related Trade Workers,13.4
2015,50-54,Plant & Machine Operators & Assemblers,24.6
2015,50-54,"Cleaners, Labourers & Related Workers",8.7
2015,50-54,Others,1.4
2015,55-59,Managers & Administrators (Including Working Proprietors),28.4
2015,55-59,Professionals,9.5
2015,55-59,Associate Professionals & Technicians,18.1
2015,55-59,Clerical Support Workers,7.0
2015,55-59,Service & Sales Workers,12.8
2015,55-59,Craftsmen & Related Trade Workers,12.4
2015,55-59,Plant & Machine Operators & Assemblers,26.6
2015,55-59,"Cleaners, Labourers & Related Workers",11.1
2015,55-59,Others,0.5
2015,60-64,Managers & Administrators (Including Working Proprietors),14.7
2015,60-64,Professionals,6.5
2015,60-64,Associate Professionals & Technicians,12.5
2015,60-64,Clerical Support Workers,5.2
2015,60-64,Service & Sales Workers,10.5
2015,60-64,Craftsmen & Related Trade Workers,9.2
2015,60-64,Plant & Machine Operators & Assemblers,22.0
2015,60-64,"Cleaners, Labourers & Related Workers",10.1
2015,60-64,Others,0.4
2015,65+,Managers & Administrators (Including Working Proprietors),10.2
2015,65+,Professionals,4.0
2015,65+,Associate Professionals & Technicians,5.5
2015,65+,Clerical Support Workers,4.4
2015,65+,Service & Sales Workers,10.8
2015,65+,Craftsmen & Related Trade Workers,5.6
2015,65+,Plant & Machine Operators & Assemblers,13.8
2015,65+,"Cleaners, Labourers & Related Workers",16.8
2015,65+,Others,0.4
2014,15-19,Managers & Administrators (Including Working Proprietors),0.0
2014,15-19,Professionals,0.0
2014,15-19,Associate Professionals & Technicians,0.4
2014,15-19,Clerical Support Workers,0.9
2014,15-19,Service & Sales Workers,3.5
2014,15-19,Craftsmen & Related Trade Workers,0.1
2014,15-19,Plant & Machine Operators & Assemblers,0.2
2014,15-19,"Cleaners, Labourers & Related Workers",1.1
2014,15-19,Others,12.2
2014,20-24,Managers & Administrators (Including Working Proprietors),0.6
2014,20-24,Professionals,2.1
2014,20-24,Associate Professionals & Technicians,8.0
2014,20-24,Clerical Support Workers,9.6
2014,20-24,Service & Sales Workers,10.3
2014,20-24,Craftsmen & Related Trade Workers,1.9
2014,20-24,Plant & Machine Operators & Assemblers,1.9
2014,20-24,"Cleaners, Labourers & Related Workers",2.9
2014,20-24,Others,42.2
2014,25-29,Managers & Administrators (Including Working Proprietors),5.4
2014,25-29,Professionals,28.8
2014,25-29,Associate Professionals & Technicians,31.1
2014,25-29,Clerical Support Workers,10.7
2014,25-29,Service & Sales Workers,11.4
2014,25-29,Craftsmen & Related Trade Workers,4.8
2014,25-29,Plant & Machine Operators & Assemblers,3.7
2014,25-29,"Cleaners, Labourers & Related Workers",1.7
2014,25-29,Others,4.1
2014,30-34,Managers & Administrators (Including Working Proprietors),20.2
2014,30-34,Professionals,41.2
2014,30-34,Associate Professionals & Technicians,30.3
2014,30-34,Clerical Support Workers,6.1
2014,30-34,Service & Sales Workers,10.9
2014,30-34,Craftsmen & Related Trade Workers,4.5
2014,30-34,Plant & Machine Operators & Assemblers,4.1
2014,30-34,"Cleaners, Labourers & Related Workers",2.7
2014,30-34,Others,3.1
2014,35-39,Managers & Administrators (Including Working Proprietors),33.7
2014,35-39,Professionals,38.7
2014,35-39,Associate Professionals & Technicians,29.7
2014,35-39,Clerical Support Workers,4.9
2014,35-39,Service & Sales Workers,9.0
2014,35-39,Craftsmen & Related Trade Workers,5.0
2014,35-39,Plant & Machine Operators & Assemblers,5.8
2014,35-39,"Cleaners, Labourers & Related Workers",2.9
2014,35-39,Others,2.3
2014,40-44,Managers & Administrators (Including Working Proprietors),41.4
2014,40-44,Professionals,32.6
2014,40-44,Associate Professionals & Technicians,26.4
2014,40-44,Clerical Support Workers,4.1
2014,40-44,Service & Sales Workers,9.4
2014,40-44,Craftsmen & Related Trade Workers,7.3
2014,40-44,Plant & Machine Operators & Assemblers,11.0
2014,40-44,"Cleaners, Labourers & Related Workers",3.8
2014,40-44,Others,1.5
2014,45-49,Managers & Administrators (Including Working Proprietors),42.3
2014,45-49,Professionals,23.7
2014,45-49,Associate Professionals & Technicians,21.8
2014,45-49,Clerical Support Workers,5.9
2014,45-49,Service & Sales Workers,10.8
2014,45-49,Craftsmen & Related Trade Workers,9.5
2014,45-49,Plant & Machine Operators & Assemblers,14.2
2014,45-49,"Cleaners, Labourers & Related Workers",6.1
2014,45-49,Others,1.6
2014,50-54,Managers & Administrators (Including Working Proprietors),35.0
2014,50-54,Professionals,16.0
2014,50-54,Associate Professionals & Technicians,22.1
2014,50-54,Clerical Support Workers,7.1
2014,50-54,Service & Sales Workers,13.0
2014,50-54,Craftsmen & Related Trade Workers,12.9
2014,50-54,Plant & Machine Operators & Assemblers,25.7
2014,50-54,"Cleaners, Labourers & Related Workers",10.2
2014,50-54,Others,1.1
2014,55-59,Managers & Administrators (Including Working Proprietors),26.3
2014,55-59,Professionals,10.5
2014,55-59,Associate Professionals & Technicians,16.2
2014,55-59,Clerical Support Workers,7.1
2014,55-59,Service & Sales Workers,11.6
2014,55-59,Craftsmen & Related Trade Workers,13.6
2014,55-59,Plant & Machine Operators & Assemblers,26.1
2014,55-59,"Cleaners, Labourers & Related Workers",12.1
2014,55-59,Others,0.8
2014,60-64,Managers & Administrators (Including Working Proprietors),16.6
2014,60-64,Professionals,6.5
2014,60-64,Associate Professionals & Technicians,11.6
2014,60-64,Clerical Support Workers,5.3
2014,60-64,Service & Sales Workers,9.8
2014,60-64,Craftsmen & Related Trade Workers,9.8
2014,60-64,Plant & Machine Operators & Assemblers,21.4
2014,60-64,"Cleaners, Labourers & Related Workers",11.0
2014,60-64,Others,0.0
2014,65+,Managers & Administrators (Including Working Proprietors),11.8
2014,65+,Professionals,5.2
2014,65+,Associate Professionals & Technicians,4.9
2014,65+,Clerical Support Workers,4.9
2014,65+,Service & Sales Workers,10.9
2014,65+,Craftsmen & Related Trade Workers,5.9
2014,65+,Plant & Machine Operators & Assemblers,12.2
2014,65+,"Cleaners, Labourers & Related Workers",17.7
2014,65+,Others,0.1
2013,15-19,Managers & Administrators (Including Working Proprietors),0.0
2013,15-19,Professionals,0.1
2013,15-19,Associate Professionals & Technicians,0.2
2013,15-19,Clerical Support Workers,1.3
2013,15-19,Service & Sales Workers,3.2
2013,15-19,Craftsmen & Related Trade Workers,0.2
2013,15-19,Plant & Machine Operators & Assemblers,0.2
2013,15-19,"Cleaners, Labourers & Related Workers",1.0
2013,15-19,Others,11.3
2013,20-24,Managers & Administrators (Including Working Proprietors),0.6
2013,20-24,Professionals,2.3
2013,20-24,Associate Professionals & Technicians,8.2
2013,20-24,Clerical Support Workers,8.9
2013,20-24,Service & Sales Workers,9.4
2013,20-24,Craftsmen & Related Trade Workers,2.0
2013,20-24,Plant & Machine Operators & Assemblers,2.1
2013,20-24,"Cleaners, Labourers & Related Workers",2.6
2013,20-24,Others,42.8
2013,25-29,Managers & Administrators (Including Working Proprietors),6.7
2013,25-29,Professionals,26.7
2013,25-29,Associate Professionals & Technicians,29.4
2013,25-29,Clerical Support Workers,9.2
2013,25-29,Service & Sales Workers,12.1
2013,25-29,Craftsmen & Related Trade Workers,3.1
2013,25-29,Plant & Machine Operators & Assemblers,3.5
2013,25-29,"Cleaners, Labourers & Related Workers",1.8
2013,25-29,Others,3.6
2013,30-34,Managers & Administrators (Including Working Proprietors),21.6
2013,30-34,Professionals,39.0
2013,30-34,Associate Professionals & Technicians,30.6
2013,30-34,Clerical Support Workers,6.2
2013,30-34,Service & Sales Workers,11.1
2013,30-34,Craftsmen & Related Trade Workers,4.0
2013,30-34,Plant & Machine Operators & Assemblers,4.7
2013,30-34,"Cleaners, Labourers & Related Workers",2.5
2013,30-34,Others,3.0
2013,35-39,Managers & Administrators (Including Working Proprietors),35.7
2013,35-39,Professionals,38.3
2013,35-39,Associate Professionals & Technicians,28.1
2013,35-39,Clerical Support Workers,5.0
2013,35-39,Service & Sales Workers,9.6
2013,35-39,Craftsmen & Related Trade Workers,5.7
2013,35-39,Plant & Machine Operators & Assemblers,7.1
2013,35-39,"Cleaners, Labourers & Related Workers",2.5
2013,35-39,Others,2.7
2013,40-44,Managers & Administrators (Including Working Proprietors),44.1
2013,40-44,Professionals,29.5
2013,40-44,Associate Professionals & Technicians,26.5
2013,40-44,Clerical Support Workers,6.2
2013,40-44,Service & Sales Workers,10.4
2013,40-44,Craftsmen & Related Trade Workers,8.6
2013,40-44,Plant & Machine Operators & Assemblers,8.6
2013,40-44,"Cleaners, Labourers & Related Workers",4.2
2013,40-44,Others,1.5
2013,45-49,Managers & Administrators (Including Working Proprietors),43.3
2013,45-49,Professionals,22.6
2013,45-49,Associate Professionals & Technicians,22.0
2013,45-49,Clerical Support Workers,6.1
2013,45-49,Service & Sales Workers,12.6
2013,45-49,Craftsmen & Related Trade Workers,11.8
2013,45-49,Plant & Machine Operators & Assemblers,18.9
2013,45-49,"Cleaners, Labourers & Related Workers",7.1
2013,45-49,Others,1.4
2013,50-54,Managers & Administrators (Including Working Proprietors),36.5
2013,50-54,Professionals,14.4
2013,50-54,Associate Professionals & Technicians,20.5
2013,50-54,Clerical Support Workers,7.5
2013,50-54,Service & Sales Workers,12.2
2013,50-54,Craftsmen & Related Trade Workers,14.5
2013,50-54,Plant & Machine Operators & Assemblers,27.8
2013,50-54,"Cleaners, Labourers & Related Workers",8.9
2013,50-54,Others,0.7
2013,55-59,Managers & Administrators (Including Working Proprietors),25.0
2013,55-59,Professionals,11.9
2013,55-59,Associate Professionals & Technicians,15.8
2013,55-59,Clerical Support Workers,6.1
2013,55-59,Service & Sales Workers,11.3
2013,55-59,Craftsmen & Related Trade Workers,12.4
2013,55-59,Plant & Machine Operators & Assemblers,24.2
2013,55-59,"Cleaners, Labourers & Related Workers",11.3
2013,55-59,Others,0.3
2013,60-64,Managers & Administrators (Including Working Proprietors),16.1
2013,60-64,Professionals,7.2
2013,60-64,Associate Professionals & Technicians,10.1
2013,60-64,Clerical Support Workers,5.0
2013,60-64,Service & Sales Workers,9.7
2013,60-64,Craftsmen & Related Trade Workers,7.9
2013,60-64,Plant & Machine Operators & Assemblers,16.4
2013,60-64,"Cleaners, Labourers & Related Workers",10.3
2013,60-64,Others,0.3
2013,65+,Managers & Administrators (Including Working Proprietors),10.2
2013,65+,Professionals,3.5
2013,65+,Associate Professionals & Technicians,3.8
2013,65+,Clerical Support Workers,3.6
2013,65+,Service & Sales Workers,10.4
2013,65+,Craftsmen & Related Trade Workers,4.5
2013,65+,Plant & Machine Operators & Assemblers,11.5
2013,65+,"Cleaners, Labourers & Related Workers",15.2
2013,65+,Others,0.1
2012,15-19,Managers & Administrators (Including Working Proprietors),0.0
2012,15-19,Professionals,0.1
2012,15-19,Associate Professionals & Technicians,0.7
2012,15-19,Clerical Support Workers,1.0
2012,15-19,Service & Sales Workers,3.1
2012,15-19,Craftsmen & Related Trade Workers,0.3
2012,15-19,Plant & Machine Operators & Assemblers,0.2
2012,15-19,"Cleaners, Labourers & Related Workers",1.1
2012,15-19,Others,11.9
2012,20-24,Managers & Administrators (Including Working Proprietors),0.6
2012,20-24,Professionals,3.6
2012,20-24,Associate Professionals & Technicians,9.3
2012,20-24,Clerical Support Workers,9.1
2012,20-24,Service & Sales Workers,10.9
2012,20-24,Craftsmen & Related Trade Workers,2.0
2012,20-24,Plant & Machine Operators & Assemblers,2.4
2012,20-24,"Cleaners, Labourers & Related Workers",2.7
2012,20-24,Others,44.1
2012,25-29,Managers & Administrators (Including Working Proprietors),7.7
2012,25-29,Professionals,30.4
2012,25-29,Associate Professionals & Technicians,27.0
2012,25-29,Clerical Support Workers,8.1
2012,25-29,Service & Sales Workers,12.3
2012,25-29,Craftsmen & Related Trade Workers,3.4
2012,25-29,Plant & Machine Operators & Assemblers,3.9
2012,25-29,"Cleaners, Labourers & Related Workers",2.5
2012,25-29,Others,3.2
2012,30-34,Managers & Administrators (Including Working Proprietors),23.3
2012,30-34,Professionals,39.2
2012,30-34,Associate Professionals & Technicians,28.3
2012,30-34,Clerical Support Workers,5.7
2012,30-34,Service & Sales Workers,10.5
2012,30-34,Craftsmen & Related Trade Workers,4.3
2012,30-34,Plant & Machine Operators & Assemblers,4.5
2012,30-34,"Cleaners, Labourers & Related Workers",2.4
2012,30-34,Others,2.5
2012,35-39,Managers & Administrators (Including Working Proprietors),37.2
2012,35-39,Professionals,38.8
2012,35-39,Associate Professionals & Technicians,27.9
2012,35-39,Clerical Support Workers,5.9
2012,35-39,Service & Sales Workers,9.8
2012,35-39,Craftsmen & Related Trade Workers,6.9
2012,35-39,Plant & Machine Operators & Assemblers,7.0
2012,35-39,"Cleaners, Labourers & Related Workers",2.8
2012,35-39,Others,1.4
2012,40-44,Managers & Administrators (Including Working Proprietors),43.4
2012,40-44,Professionals,30.4
2012,40-44,Associate Professionals & Technicians,24.2
2012,40-44,Clerical Support Workers,4.9
2012,40-44,Service & Sales Workers,11.4
2012,40-44,Craftsmen & Related Trade Workers,9.4
2012,40-44,Plant & Machine Operators & Assemblers,11.3
2012,40-44,"Cleaners, Labourers & Related Workers",3.9
2012,40-44,Others,1.4
2012,45-49,Managers & Administrators (Including Working Proprietors),41.3
2012,45-49,Professionals,23.8
2012,45-49,Associate Professionals & Technicians,21.5
2012,45-49,Clerical Support Workers,6.3
2012,45-49,Service & Sales Workers,14.2
2012,45-49,Craftsmen & Related Trade Workers,13.5
2012,45-49,Plant & Machine Operators & Assemblers,18.4
2012,45-49,"Cleaners, Labourers & Related Workers",6.4
2012,45-49,Others,1.4
2012,50-54,Managers & Administrators (Including Working Proprietors),36.1
2012,50-54,Professionals,14.1
2012,50-54,Associate Professionals & Technicians,17.4
2012,50-54,Clerical Support Workers,7.2
2012,50-54,Service & Sales Workers,13.0
2012,50-54,Craftsmen & Related Trade Workers,16.1
2012,50-54,Plant & Machine Operators & Assemblers,25.5
2012,50-54,"Cleaners, Labourers & Related Workers",10.2
2012,50-54,Others,1.1
2012,55-59,Managers & Administrators (Including Working Proprietors),24.0
2012,55-59,Professionals,9.3
2012,55-59,Associate Professionals & Technicians,15.8
2012,55-59,Clerical Support Workers,6.2
2012,55-59,Service & Sales Workers,12.0
2012,55-59,Craftsmen & Related Trade Workers,13.9
2012,55-59,Plant & Machine Operators & Assemblers,25.3
2012,55-59,"Cleaners, Labourers & Related Workers",10.4
2012,55-59,Others,0.5
2012,60-64,Managers & Administrators (Including Working Proprietors),15.0
2012,60-64,Professionals,6.1
2012,60-64,Associate Professionals & Technicians,9.2
2012,60-64,Clerical Support Workers,4.7
2012,60-64,Service & Sales Workers,10.1
2012,60-64,Craftsmen & Related Trade Workers,7.7
2012,60-64,Plant & Machine Operators & Assemblers,17.3
2012,60-64,"Cleaners, Labourers & Related Workers",9.0
2012,60-64,Others,0.2
2012,65+,Managers & Administrators (Including Working Proprietors),10.2
2012,65+,Professionals,3.2
2012,65+,Associate Professionals & Technicians,3.2
2012,65+,Clerical Support Workers,2.2
2012,65+,Service & Sales Workers,8.5
2012,65+,Craftsmen & Related Trade Workers,4.4
2012,65+,Plant & Machine Operators & Assemblers,9.1
2012,65+,"Cleaners, Labourers & Related Workers",13.3
2012,65+,Others,0.1
2011,15-19,Managers & Administrators (Including Working Proprietors),0.0
2011,15-19,Professionals,0.1
2011,15-19,Associate Professionals & Technicians,0.2
2011,15-19,Clerical Support Workers,1.4
2011,15-19,Service & Sales Workers,3.4
2011,15-19,Craftsmen & Related Trade Workers,0.1
2011,15-19,Plant & Machine Operators & Assemblers,0.2
2011,15-19,"Cleaners, Labourers & Related Workers",1.4
2011,15-19,Others,13.6
2011,20-24,Managers & Administrators (Including Working Proprietors),0.6
2011,20-24,Professionals,3.4
2011,20-24,Associate Professionals & Technicians,8.2
2011,20-24,Clerical Support Workers,7.6
2011,20-24,Service & Sales Workers,9.6
2011,20-24,Craftsmen & Related Trade Workers,1.6
2011,20-24,Plant & Machine Operators & Assemblers,2.5
2011,20-24,"Cleaners, Labourers & Related Workers",2.1
2011,20-24,Others,41.0
2011,25-29,Managers & Administrators (Including Working Proprietors),8.9
2011,25-29,Professionals,27.7
2011,25-29,Associate Professionals & Technicians,30.1
2011,25-29,Clerical Support Workers,7.8
2011,25-29,Service & Sales Workers,12.8
2011,25-29,Craftsmen & Related Trade Workers,4.6
2011,25-29,Plant & Machine Operators & Assemblers,4.4
2011,25-29,"Cleaners, Labourers & Related Workers",1.8
2011,25-29,Others,4.5
2011,30-34,Managers & Administrators (Including Working Proprietors),23.3
2011,30-34,Professionals,40.5
2011,30-34,Associate Professionals & Technicians,29.4
2011,30-34,Clerical Support Workers,5.3
2011,30-34,Service & Sales Workers,10.7
2011,30-34,Craftsmen & Related Trade Workers,4.6
2011,30-34,Plant & Machine Operators & Assemblers,5.3
2011,30-34,"Cleaners, Labourers & Related Workers",1.8
2011,30-34,Others,3.0
2011,35-39,Managers & Administrators (Including Working Proprietors),41.4
2011,35-39,Professionals,37.2
2011,35-39,Associate Professionals & Technicians,28.2
2011,35-39,Clerical Support Workers,5.7
2011,35-39,Service & Sales Workers,8.9
2011,35-39,Craftsmen & Related Trade Workers,6.6
2011,35-39,Plant & Machine Operators & Assemblers,7.8
2011,35-39,"Cleaners, Labourers & Related Workers",2.8
2011,35-39,Others,1.8
2011,40-44,Managers & Administrators (Including Working Proprietors),44.3
2011,40-44,Professionals,27.2
2011,40-44,Associate Professionals & Technicians,22.3
2011,40-44,Clerical Support Workers,4.9
2011,40-44,Service & Sales Workers,10.7
2011,40-44,Craftsmen & Related Trade Workers,9.2
2011,40-44,Plant & Machine Operators & Assemblers,11.4
2011,40-44,"Cleaners, Labourers & Related Workers",4.8
2011,40-44,Others,1.2
2011,45-49,Managers & Administrators (Including Working Proprietors),43.5
2011,45-49,Professionals,19.5
2011,45-49,Associate Professionals & Technicians,20.2
2011,45-49,Clerical Support Workers,6.2
2011,45-49,Service & Sales Workers,11.7
2011,45-49,Craftsmen & Related Trade Workers,15.9
2011,45-49,Plant & Machine Operators & Assemblers,22.7
2011,45-49,"Cleaners, Labourers & Related Workers",8.3
2011,45-49,Others,1.7
2011,50-54,Managers & Administrators (Including Working Proprietors),34.2
2011,50-54,Professionals,12.9
2011,50-54,Associate Professionals & Technicians,19.2
2011,50-54,Clerical Support Workers,6.9
2011,50-54,Service & Sales Workers,12.8
2011,50-54,Craftsmen & Related Trade Workers,14.7
2011,50-54,Plant & Machine Operators & Assemblers,27.9
2011,50-54,"Cleaners, Labourers & Related Workers",9.2
2011,50-54,Others,0.9
2011,55-59,Managers & Administrators (Including Working Proprietors),23.7
2011,55-59,Professionals,7.3
2011,55-59,Associate Professionals & Technicians,14.8
2011,55-59,Clerical Support Workers,5.4
2011,55-59,Service & Sales Workers,10.8
2011,55-59,Craftsmen & Related Trade Workers,12.5
2011,55-59,Plant & Machine Operators & Assemblers,24.8
2011,55-59,"Cleaners, Labourers & Related Workers",9.7
2011,55-59,Others,0.4
2011,60-64,Managers & Administrators (Including Working Proprietors),14.4
2011,60-64,Professionals,4.7
2011,60-64,Associate Professionals & Technicians,6.8
2011,60-64,Clerical Support Workers,3.3
2011,60-64,Service & Sales Workers,8.9
2011,60-64,Craftsmen & Related Trade Workers,8.2
2011,60-64,Plant & Machine Operators & Assemblers,16.1
2011,60-64,"Cleaners, Labourers & Related Workers",8.9
2011,60-64,Others,0.1
2011,65+,Managers & Administrators (Including Working Proprietors),9.3
2011,65+,Professionals,2.8
2011,65+,Associate Professionals & Technicians,3.2
2011,65+,Clerical Support Workers,2.7
2011,65+,Service & Sales Workers,7.1
2011,65+,Craftsmen & Related Trade Workers,4.0
2011,65+,Plant & Machine Operators & Assemblers,8.6
2011,65+,"Cleaners, Labourers & Related Workers",12.0
2011,65+,Others,0.0
2010,15-19,Managers & Administrators (Including Working Proprietors),0.0
2010,15-19,Professionals,0.2
2010,15-19,Associate Professionals & Technicians,0.4
2010,15-19,Clerical Support Workers,0.7
2010,15-19,Service & Sales Workers,3.9
2010,15-19,Craftsmen & Related Trade Workers,0.0
2010,15-19,Plant & Machine Operators & Assemblers,0.6
2010,15-19,"Cleaners, Labourers & Related Workers",1.2
2010,15-19,Others,16.0
2010,20-24,Managers & Administrators (Including Working Proprietors),1.2
2010,20-24,Professionals,5.2
2010,20-24,Associate Professionals & Technicians,8.1
2010,20-24,Clerical Support Workers,7.6
